159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,16,36,36,36,36,36,36,36,36,36,36,36,36,36,36,18,159,159
159,159,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,38,159,159
159,159,22,39,39,39,39,39,39,39,39,39,39,39,39,39,39,38,159,159
159,159,22,96,97,129,97,97,113,113,97,113,97,113,113,129,114,38,159,159
159,159,22,99,100,4,116,4,4,4,4,4,100,4,116,4,133,38,159,159
159,159,22,131,4,4,4,4,100,4,116,4,4,4,4,4,5,38,159,159
159,159,22,3,100,116,4,4,4,4,4,4,116,4,100,4,101,38,159,159
159,159,22,115,4,4,4,116,4,132,116,100,4,4,4,116,5,38,159,159
159,159,22,99,132,4,4,100,4,4,4,4,4,4,4,4,101,38,159,159
159,159,22,3,4,4,132,4,4,132,116,4,132,4,116,4,5,38,159,159
159,159,22,115,4,100,4,132,4,100,4,100,4,4,4,4,5,38,159,159
159,159,22,131,4,4,4,4,4,4,4,4,132,4,4,4,117,35,36,159
159,159,22,3,116,4,4,116,4,4,4,4,4,4,4,116,5,23,23,159
159,159,22,131,4,100,4,4,4,4,116,4,4,100,4,4,5,39,39,159
159,159,22,118,103,119,103,7,7,119,135,135,135,135,135,7,120,32,33,159
159,159,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
