159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,64,65,65,65,65,65,65,65,65,65,66,159,159,159,159,159
159,159,159,159,70,71,71,71,71,71,71,71,71,71,86,159,159,159,159,159
159,159,159,159,70,87,87,87,87,87,87,87,87,87,86,159,159,159,159,159
159,159,159,159,70,48,50,48,50,48,48,48,48,48,86,159,159,159,159,159
159,159,159,159,70,48,48,48,50,50,50,48,49,50,86,159,159,159,159,159
159,159,159,159,70,49,48,48,49,48,49,50,49,49,86,159,159,159,159,159
159,159,159,159,70,50,50,50,49,49,50,49,50,50,86,159,159,159,159,159
159,159,159,159,70,48,50,50,50,50,49,49,49,48,86,159,159,159,159,159
159,159,159,159,70,49,49,49,49,50,50,50,48,49,86,159,159,159,159,159
159,159,159,159,70,49,48,49,49,50,49,50,49,49,86,159,159,159,159,159
159,159,159,159,67,49,48,68,68,68,68,68,68,68,69,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
